"Position","Verb","Form","Front","Back"
"20","piacere","Congiuntivo Presente","lei piace -> (che) Presente","che lei piaccia"
"20","piacere","Congiuntivo Presente","noi piacciamo -> (che) Presente","che noi piacciamo"
"20","piacere","Congiuntivo Presente","voi piacete -> (che) Presente","che voi piacciate"
"20","piacere","Congiuntivo Presente","loro(m) piacciono -> (che) Presente","che loro(m) piacciano"
"20","piacere","Congiuntivo Presente","loro(f) piacciono -> (che) Presente","che loro(f) piacciano"
"20","piacere","Congiuntivo Passato","io piaccio -> (che) Perfettoal","che io sia piaciuto"
"20","piacere","Congiuntivo Passato","tu piaci -> (che) Perfettoal","che tu sia piaciuto"
"20","piacere","Congiuntivo Passato","lui piace -> (che) Perfettoal","che lui sia piaciuto"
"20","piacere","Congiuntivo Passato","lei piace -> (che) Perfettoal","che lei sia piaciuta"
"20","piacere","Congiuntivo Passato","noi piacciamo -> (che) Perfettoal","che noi siamo piaciuti"
"20","piacere","Congiuntivo Passato","voi piacete -> (che) Perfettoal","che voi siate piaciuti"
"20","piacere","Congiuntivo Passato","loro(m) piacciono -> (che) Perfettoal","che loro siano piaciuti"
"20","piacere","Congiuntivo Passato","loro(f) piacciono -> (che) Perfettoal","che loro siano piaciute"
"20","piacere","Congiuntivo Trapassato","io piaccio -> (che) Trapassato","che io fossi piaciuto"
"20","piacere","Congiuntivo Trapassato","tu piaci -> (che) Trapassato","che tu fossi piaciuto"
"20","piacere","Congiuntivo Trapassato","lui piace -> (che) Trapassato","che lui fosse piaciuto"
"20","piacere","Congiuntivo Trapassato","lei piace -> (che) Trapassato","che lei fosse piaciuta"
"20","piacere","Congiuntivo Trapassato","noi piacciamo -> (che) Trapassato","che noi fossimo piaciuti"
"20","piacere","Congiuntivo Trapassato","voi piacete -> (che) Trapassato","che voi foste piaciuti"
"20","piacere","Congiuntivo Trapassato","loro(m) piacciono -> (che) Trapassato","che loro fossero piaciuti"
"20","piacere","Congiuntivo Trapassato","loro(f) piacciono -> (che) Trapassato","che loro fossero piaciute"
"20","piacere","Congiuntivo Imperfetto","io piaccio -> (che) Imperfetto","che io piacessi"
"20","piacere","Congiuntivo Imperfetto","tu piaci -> (che) Imperfetto","che tu piacessi"
"20","piacere","Congiuntivo Imperfetto","lui piace -> (che) Imperfetto","che lui piacesse"
"20","piacere","Congiuntivo Imperfetto","lei piace -> (che) Imperfetto","che lei piacesse"
"20","piacere","Congiuntivo Imperfetto","noi piacciamo -> (che) Imperfetto","che noi piacessimo"
"20","piacere","Congiuntivo Imperfetto","voi piacete -> (che) Imperfetto","che voi piaceste"
"20","piacere","Congiuntivo Imperfetto","loro(m) piacciono -> (che) Imperfetto","che loro(m) piacessero"
"20","piacere","Congiuntivo Imperfetto","loro(f) piacciono -> (che) Imperfetto","che loro(f) piacessero"
"20","piacere","Condizionale Presente","io piaccio -> (se) Presente","io piacerei"
"20","piacere","Condizionale Presente","tu piaci -> (se) Presente","tu piaceresti"
"20","piacere","Condizionale Presente","lui piace -> (se) Presente","lui piacerebbe"
"20","piacere","Condizionale Presente","lei piace -> (se) Presente","lei piacerebbe"
"20","piacere","Condizionale Presente","noi piacciamo -> (se) Presente","noi piaceremmo"
"20","piacere","Condizionale Presente","voi piacete -> (se) Presente","voi piacereste"
"20","piacere","Condizionale Presente","loro(m) piacciono -> (se) Presente","loro(m) piacerebbero"
"20","piacere","Condizionale Presente","loro(f) piacciono -> (se) Presente","loro(f) piacerebbero"
"20","piacere","Condizionale Passato","io piaccio -> (se) Passato","io sarei piaciuto"
"20","piacere","Condizionale Passato","tu piaci -> (se) Passato","tu saresti piaciuto"
"20","piacere","Condizionale Passato","lui piace -> (se) Passato","lui sarebbe piaciuto"
"20","piacere","Condizionale Passato","lei piace -> (se) Passato","lei sarebbe piaciuta"
"20","piacere","Condizionale Passato","noi piacciamo -> (se) Passato","noi saremmo piaciuti"
"20","piacere","Condizionale Passato","voi piacete -> (se) Passato","voi sareste piaciuti"
"20","piacere","Condizionale Passato","loro(m) piacciono -> (se) Passato","loro sarebbero piaciuti"
"20","piacere","Condizionale Passato","loro(f) piacciono -> (se) Passato","loro sarebbero piaciute"
"21","potere","Imperfetto","io posso -> Imperfetto","io potevo"
"21","potere","Imperfetto","tu puoi -> Imperfetto","tu potevi"
"21","potere","Imperfetto","lui può -> Imperfetto","lui poteva"
"21","potere","Imperfetto","lei può -> Imperfetto","lei poteva"
"21","potere","Imperfetto","noi possiamo -> Imperfetto","noi potevamo"
"21","potere","Imperfetto","voi potete -> Imperfetto","voi potevate"
"21","potere","Imperfetto","loro(m) possono -> Imperfetto","loro(m) potevano"
"21","potere","Imperfetto","loro(f) possono -> Imperfetto","loro(f) potevano"
"21","potere","Passato remoto","io posso -> Passato Remoto","io potei/otetti"
"21","potere","Passato remoto","tu puoi -> Passato Remoto","tu potesti"
"21","potere","Passato remoto","lui può -> Passato Remoto","lui poté/otette"
"21","potere","Passato remoto","lei può -> Passato Remoto","lei poté/otette"
"21","potere","Passato remoto","noi possiamo -> Passato Remoto","noi potemmo"
"21","potere","Passato remoto","voi potete -> Passato Remoto","voi poteste"
"21","potere","Passato remoto","loro(m) possono -> Passato Remoto","loro(m) poterono/otettero"
"21","potere","Passato remoto","loro(f) possono -> Passato Remoto","loro(f) poterono/otettero"
"21","potere","Futuro semplice","io posso -> Futuro","io potrò"
"21","potere","Futuro semplice","tu puoi -> Futuro","tu potrai"
"21","potere","Futuro semplice","lui può -> Futuro","lui potrà"
"21","potere","Futuro semplice","lei può -> Futuro","lei potrà"
"21","potere","Futuro semplice","noi possiamo -> Futuro","noi potremo"
"21","potere","Futuro semplice","voi potete -> Futuro","voi potrete"
"21","potere","Futuro semplice","loro(m) possono -> Futuro","loro(m) potranno"
"21","potere","Futuro semplice","loro(f) possono -> Futuro","loro(f) potranno"
"21","potere","Passato prossimo","io posso -> Perfetto","io ho potuto"
"21","potere","Passato prossimo","tu puoi -> Perfetto","tu hai potuto"
"21","potere","Passato prossimo","lui può -> Perfetto","lei/lui ha potuto"
"21","potere","Passato prossimo","lei può -> Perfetto","noi abbiamo potuto"
"21","potere","Passato prossimo","noi possiamo -> Perfetto","voi avete potuto"
"21","potere","Passato prossimo","voi potete -> Perfetto","loro hanno potuto"
"21","potere","Passato prossimo","loro(m) possono -> Perfetto","io sono potuto"
"21","potere","Passato prossimo","loro(f) possono -> Perfetto","tu sei potuto"
"21","potere","Trapassato prossimo","io posso -> Trapassato Prossimo","io avevo potuto"
"21","potere","Trapassato prossimo","tu puoi -> Trapassato Prossimo","tu avevi potuto"
"21","potere","Trapassato prossimo","lui può -> Trapassato Prossimo","lei/lui aveva potuto"
"21","potere","Trapassato prossimo","lei può -> Trapassato Prossimo","noi avevamo potuto"
"21","potere","Trapassato prossimo","noi possiamo -> Trapassato Prossimo","voi avevate potuto"
"21","potere","Trapassato prossimo","voi potete -> Trapassato Prossimo","loro avevano potuto"
"21","potere","Trapassato prossimo","loro(m) possono -> Trapassato Prossimo","io ero potuto"
"21","potere","Trapassato prossimo","loro(f) possono -> Trapassato Prossimo","tu eri potuto"
"21","potere","Futuro anteriore","io posso -> Futuro Anteriore","io avrò potuto"
"21","potere","Futuro anteriore","tu puoi -> Futuro Anteriore","tu avrai potuto"
"21","potere","Futuro anteriore","lui può -> Futuro Anteriore","lei/lui avrà potuto"
"21","potere","Futuro anteriore","lei può -> Futuro Anteriore","noi avremo potuto"
"21","potere","Futuro anteriore","noi possiamo -> Futuro Anteriore","voi avrete potuto"
"21","potere","Futuro anteriore","voi potete -> Futuro Anteriore","loro avranno potuto"
"21","potere","Futuro anteriore","loro(m) possono -> Futuro Anteriore","io sarò potuto"
"21","potere","Futuro anteriore","loro(f) possono -> Futuro Anteriore","tu sarai potuto"
"21","potere","Congiuntivo Presente","io posso -> (che) Presente","che io possa"
"21","potere","Congiuntivo Presente","tu puoi -> (che) Presente","che tu possa"
"21","potere","Congiuntivo Presente","lui può -> (che) Presente","che lui possa"
"21","potere","Congiuntivo Presente","lei può -> (che) Presente","che lei possa"
"21","potere","Congiuntivo Presente","noi possiamo -> (che) Presente","che noi possiamo"
"21","potere","Congiuntivo Presente","voi potete -> (che) Presente","che voi possiate"
"21","potere","Congiuntivo Presente","loro(m) possono -> (che) Presente","che loro(m) possano"
"21","potere","Congiuntivo Presente","loro(f) possono -> (che) Presente","che loro(f) possano"
"21","potere","Congiuntivo Passato","io posso -> (che) Perfettoal","che io abbia potuto"
"21","potere","Congiuntivo Passato","tu puoi -> (che) Perfettoal","che tu abbia potuto"
"21","potere","Congiuntivo Passato","lui può -> (che) Perfettoal","che lei/lui abbia potuto"
"21","potere","Congiuntivo Passato","lei può -> (che) Perfettoal","che noi abbiamo potuto"
"21","potere","Congiuntivo Passato","noi possiamo -> (che) Perfettoal","che voi abbiate potuto"
"21","potere","Congiuntivo Passato","voi potete -> (che) Perfettoal","che loro abbiano potuto"
"21","potere","Congiuntivo Passato","loro(m) possono -> (che) Perfettoal","che io sia potuto"
"21","potere","Congiuntivo Passato","loro(f) possono -> (che) Perfettoal","che tu sia potuto"
"21","potere","Congiuntivo Trapassato","io posso -> (che) Trapassato","che io avessi potuto"
"21","potere","Congiuntivo Trapassato","tu puoi -> (che) Trapassato","che tu avessi potuto"
"21","potere","Congiuntivo Trapassato","lui può -> (che) Trapassato","che lei/lui avesse potuto"
"21","potere","Congiuntivo Trapassato","lei può -> (che) Trapassato","che noi avessimo potuto"
"21","potere","Congiuntivo Trapassato","noi possiamo -> (che) Trapassato","che voi aveste potuto"
"21","potere","Congiuntivo Trapassato","voi potete -> (che) Trapassato","che loro avessero potuto"
"21","potere","Congiuntivo Trapassato","loro(m) possono -> (che) Trapassato","che io fossi potuto"
"21","potere","Congiuntivo Trapassato","loro(f) possono -> (che) Trapassato","che tu fossi potuto"
"21","potere","Congiuntivo Imperfetto","io posso -> (che) Imperfetto","che io potessi"
"21","potere","Congiuntivo Imperfetto","tu puoi -> (che) Imperfetto","che tu potessi"
"21","potere","Congiuntivo Imperfetto","lui può -> (che) Imperfetto","che lui potesse"
"21","potere","Congiuntivo Imperfetto","lei può -> (che) Imperfetto","che lei potesse"
"21","potere","Congiuntivo Imperfetto","noi possiamo -> (che) Imperfetto","che noi potessimo"
"21","potere","Congiuntivo Imperfetto","voi potete -> (che) Imperfetto","che voi poteste"
"21","potere","Congiuntivo Imperfetto","loro(m) possono -> (che) Imperfetto","che loro(m) potessero"
"21","potere","Congiuntivo Imperfetto","loro(f) possono -> (che) Imperfetto","che loro(f) potessero"
"21","potere","Condizionale Presente","io posso -> (se) Presente","io potrei"
"21","potere","Condizionale Presente","tu puoi -> (se) Presente","tu potresti"
"21","potere","Condizionale Presente","lui può -> (se) Presente","lui potrebbe"
"21","potere","Condizionale Presente","lei può -> (se) Presente","lei potrebbe"
"21","potere","Condizionale Presente","noi possiamo -> (se) Presente","noi potremmo"
"21","potere","Condizionale Presente","voi potete -> (se) Presente","voi potreste"
"21","potere","Condizionale Presente","loro(m) possono -> (se) Presente","loro(m) potrebbero"
"21","potere","Condizionale Presente","loro(f) possono -> (se) Presente","loro(f) potrebbero"
"21","potere","Condizionale Passato","io posso -> (se) Passato","io avrei potuto"
"21","potere","Condizionale Passato","tu puoi -> (se) Passato","tu avresti potuto"
"21","potere","Condizionale Passato","lui può -> (se) Passato","lei/lui avrebbe potuto"
"21","potere","Condizionale Passato","lei può -> (se) Passato","noi avremmo potuto"
"21","potere","Condizionale Passato","noi possiamo -> (se) Passato","voi avreste potuto"
"21","potere","Condizionale Passato","voi potete -> (se) Passato","loro avrebbero potuto"
"21","potere","Condizionale Passato","loro(m) possono -> (se) Passato","io sarei potuto"
"21","potere","Condizionale Passato","loro(f) possono -> (se) Passato","tu saresti potuto"
"22","prendere","Imperfetto","io prendo -> Imperfetto","io prendevo"
"22","prendere","Imperfetto","tu prendi -> Imperfetto","tu prendevi"
"22","prendere","Imperfetto","lui prende -> Imperfetto","lui prendeva"
"22","prendere","Imperfetto","lei prende -> Imperfetto","lei prendeva"
"22","prendere","Imperfetto","noi prendiamo -> Imperfetto","noi prendevamo"
"22","prendere","Imperfetto","voi prendete -> Imperfetto","voi prendevate"
"22","prendere","Imperfetto","loro(m) prendono -> Imperfetto","loro(m) prendevano"
"22","prendere","Imperfetto","loro(f) prendono -> Imperfetto","loro(f) prendevano"
"22","prendere","Passato remoto","io prendo -> Passato Remoto","io presi"
"22","prendere","Passato remoto","tu prendi -> Passato Remoto","tu prendesti"
"22","prendere","Passato remoto","lui prende -> Passato Remoto","lui prese"
"22","prendere","Passato remoto","lei prende -> Passato Remoto","lei prese"
"22","prendere","Passato remoto","noi prendiamo -> Passato Remoto","noi prendemmo"
"22","prendere","Passato remoto","voi prendete -> Passato Remoto","voi prendeste"
"22","prendere","Passato remoto","loro(m) prendono -> Passato Remoto","loro(m) presero"
"22","prendere","Passato remoto","loro(f) prendono -> Passato Remoto","loro(f) presero"
"22","prendere","Futuro semplice","io prendo -> Futuro","io prenderò"
"22","prendere","Futuro semplice","tu prendi -> Futuro","tu prenderai"
"22","prendere","Futuro semplice","lui prende -> Futuro","lui prenderà"
"22","prendere","Futuro semplice","lei prende -> Futuro","lei prenderà"
"22","prendere","Futuro semplice","noi prendiamo -> Futuro","noi prenderemo"
"22","prendere","Futuro semplice","voi prendete -> Futuro","voi prenderete"
"22","prendere","Futuro semplice","loro(m) prendono -> Futuro","loro(m) prenderanno"
"22","prendere","Futuro semplice","loro(f) prendono -> Futuro","loro(f) prenderanno"
"22","prendere","Passato prossimo","io prendo -> Perfetto","io ho preso"
"22","prendere","Passato prossimo","tu prendi -> Perfetto","tu hai preso"
"22","prendere","Passato prossimo","lui prende -> Perfetto","lui ha preso"
"22","prendere","Passato prossimo","lei prende -> Perfetto","lei ha preso"
"22","prendere","Passato prossimo","noi prendiamo -> Perfetto","noi abbiamo preso"
"22","prendere","Passato prossimo","voi prendete -> Perfetto","voi avete preso"
"22","prendere","Passato prossimo","loro(m) prendono -> Perfetto","loro(m) hanno preso"
"22","prendere","Passato prossimo","loro(f) prendono -> Perfetto","loro(f) hanno preso"
"22","prendere","Trapassato prossimo","io prendo -> Trapassato Prossimo","io avevo preso"
"22","prendere","Trapassato prossimo","tu prendi -> Trapassato Prossimo","tu avevi preso"
"22","prendere","Trapassato prossimo","lui prende -> Trapassato Prossimo","lui aveva preso"
"22","prendere","Trapassato prossimo","lei prende -> Trapassato Prossimo","lei aveva preso"
"22","prendere","Trapassato prossimo","noi prendiamo -> Trapassato Prossimo","noi avevamo preso"
"22","prendere","Trapassato prossimo","voi prendete -> Trapassato Prossimo","voi avevate preso"
